import_row_id,discovery_task_id,category,target_type,source_type,organization_seed,city,region,country,search_query,source_url,source_title,discovered_organization_name,contact_route,contact_route_type,contact_person_or_role,lat,lon,founder_review_notes,import_status,forbidden
"BD_SOURCE_IMPORT_ROW_000132","BD_REAL_DISCOVERY_000132","MOTORCYCLE_COMMUNITY","EVENT_ORGANIZER","PUBLIC_EVENT_SOURCE","Motorcycle Rally Organizers","Las Vegas","NV","USA","Motorcycle Rally Organizers Las Vegas NV","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000133","BD_REAL_DISCOVERY_000133","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","VFW Posts","Las Vegas","NV","USA","VFW Posts Las Vegas NV","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000134","BD_REAL_DISCOVERY_000134","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","American Legion Posts","Las Vegas","NV","USA","American Legion Posts Las Vegas NV","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000135","BD_REAL_DISCOVERY_000135","VETERAN_ECOSYSTEM","VETERAN_RIDER_GROUP","PUBLIC_ASSOCIATION_SOURCE","Combat Veteran Motorcycle Associations","Las Vegas","NV","USA","Combat Veteran Motorcycle Associations Las Vegas NV","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000136","BD_REAL_DISCOVERY_000136","LAW_ENFORCEMENT_TRAINING","TRAINING_AUTHORITY","OFFICIAL_STATE_SOURCE","State POST Academies","Portland","OR","USA","State POST Academies Portland OR","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000137","BD_REAL_DISCOVERY_000137","LAW_ENFORCEMENT_TRAINING","ASSOCIATION","OFFICIAL_ASSOCIATION_SOURCE","Sheriff Associations","Portland","OR","USA","Sheriff Associations Portland OR","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000138","BD_REAL_DISCOVERY_000138","LAW_ENFORCEMENT_TRAINING","CONFERENCE","PUBLIC_EVENT_SOURCE","Police Training Conferences","Portland","OR","USA","Police Training Conferences Portland OR","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000139","BD_REAL_DISCOVERY_000139","MOTORCYCLE_COMMUNITY","DEALERSHIP","PUBLIC_BUSINESS_SOURCE","Motorcycle Dealerships","Portland","OR","USA","Motorcycle Dealerships Portland OR","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000140","BD_REAL_DISCOVERY_000140","MOTORCYCLE_COMMUNITY","ASSOCIATION","PUBLIC_ASSOCIATION_SOURCE","Rider Associations","Portland","OR","USA","Rider Associations Portland OR","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000141","BD_REAL_DISCOVERY_000141","MOTORCYCLE_COMMUNITY","EVENT_ORGANIZER","PUBLIC_EVENT_SOURCE","Motorcycle Rally Organizers","Portland","OR","USA","Motorcycle Rally Organizers Portland OR","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000142","BD_REAL_DISCOVERY_000142","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","VFW Posts","Portland","OR","USA","VFW Posts Portland OR","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000143","BD_REAL_DISCOVERY_000143","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","American Legion Posts","Portland","OR","USA","American Legion Posts Portland OR","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000144","BD_REAL_DISCOVERY_000144","VETERAN_ECOSYSTEM","VETERAN_RIDER_GROUP","PUBLIC_ASSOCIATION_SOURCE","Combat Veteran Motorcycle Associations","Portland","OR","USA","Combat Veteran Motorcycle Associations Portland OR","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000145","BD_REAL_DISCOVERY_000145","LAW_ENFORCEMENT_TRAINING","TRAINING_AUTHORITY","OFFICIAL_STATE_SOURCE","State POST Academies","Nashville","TN","USA","State POST Academies Nashville TN","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000146","BD_REAL_DISCOVERY_000146","LAW_ENFORCEMENT_TRAINING","ASSOCIATION","OFFICIAL_ASSOCIATION_SOURCE","Sheriff Associations","Nashville","TN","USA","Sheriff Associations Nashville TN","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000147","BD_REAL_DISCOVERY_000147","LAW_ENFORCEMENT_TRAINING","CONFERENCE","PUBLIC_EVENT_SOURCE","Police Training Conferences","Nashville","TN","USA","Police Training Conferences Nashville TN","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000148","BD_REAL_DISCOVERY_000148","MOTORCYCLE_COMMUNITY","DEALERSHIP","PUBLIC_BUSINESS_SOURCE","Motorcycle Dealerships","Nashville","TN","USA","Motorcycle Dealerships Nashville TN","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000149","BD_REAL_DISCOVERY_000149","MOTORCYCLE_COMMUNITY","ASSOCIATION","PUBLIC_ASSOCIATION_SOURCE","Rider Associations","Nashville","TN","USA","Rider Associations Nashville TN","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000150","BD_REAL_DISCOVERY_000150","MOTORCYCLE_COMMUNITY","EVENT_ORGANIZER","PUBLIC_EVENT_SOURCE","Motorcycle Rally Organizers","Nashville","TN","USA","Motorcycle Rally Organizers Nashville TN","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000151","BD_REAL_DISCOVERY_000151","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","VFW Posts","Nashville","TN","USA","VFW Posts Nashville TN","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000152","BD_REAL_DISCOVERY_000152","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","American Legion Posts","Nashville","TN","USA","American Legion Posts Nashville TN","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000153","BD_REAL_DISCOVERY_000153","VETERAN_ECOSYSTEM","VETERAN_RIDER_GROUP","PUBLIC_ASSOCIATION_SOURCE","Combat Veteran Motorcycle Associations","Nashville","TN","USA","Combat Veteran Motorcycle Associations Nashville TN","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000154","BD_REAL_DISCOVERY_000154","LAW_ENFORCEMENT_TRAINING","TRAINING_AUTHORITY","OFFICIAL_STATE_SOURCE","State POST Academies","Charlotte","NC","USA","State POST Academies Charlotte NC","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000155","BD_REAL_DISCOVERY_000155","LAW_ENFORCEMENT_TRAINING","ASSOCIATION","OFFICIAL_ASSOCIATION_SOURCE","Sheriff Associations","Charlotte","NC","USA","Sheriff Associations Charlotte NC","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000156","BD_REAL_DISCOVERY_000156","LAW_ENFORCEMENT_TRAINING","CONFERENCE","PUBLIC_EVENT_SOURCE","Police Training Conferences","Charlotte","NC","USA","Police Training Conferences Charlotte NC","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000157","BD_REAL_DISCOVERY_000157","MOTORCYCLE_COMMUNITY","DEALERSHIP","PUBLIC_BUSINESS_SOURCE","Motorcycle Dealerships","Charlotte","NC","USA","Motorcycle Dealerships Charlotte NC","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000158","BD_REAL_DISCOVERY_000158","MOTORCYCLE_COMMUNITY","ASSOCIATION","PUBLIC_ASSOCIATION_SOURCE","Rider Associations","Charlotte","NC","USA","Rider Associations Charlotte NC","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000159","BD_REAL_DISCOVERY_000159","MOTORCYCLE_COMMUNITY","EVENT_ORGANIZER","PUBLIC_EVENT_SOURCE","Motorcycle Rally Organizers","Charlotte","NC","USA","Motorcycle Rally Organizers Charlotte NC","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000160","BD_REAL_DISCOVERY_000160","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","VFW Posts","Charlotte","NC","USA","VFW Posts Charlotte NC","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000161","BD_REAL_DISCOVERY_000161","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","American Legion Posts","Charlotte","NC","USA","American Legion Posts Charlotte NC","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000162","BD_REAL_DISCOVERY_000162","VETERAN_ECOSYSTEM","VETERAN_RIDER_GROUP","PUBLIC_ASSOCIATION_SOURCE","Combat Veteran Motorcycle Associations","Charlotte","NC","USA","Combat Veteran Motorcycle Associations Charlotte NC","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000163","BD_REAL_DISCOVERY_000163","LAW_ENFORCEMENT_TRAINING","TRAINING_AUTHORITY","OFFICIAL_STATE_SOURCE","State POST Academies","Orlando","FL","USA","State POST Academies Orlando FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000164","BD_REAL_DISCOVERY_000164","LAW_ENFORCEMENT_TRAINING","ASSOCIATION","OFFICIAL_ASSOCIATION_SOURCE","Sheriff Associations","Orlando","FL","USA","Sheriff Associations Orlando FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000165","BD_REAL_DISCOVERY_000165","LAW_ENFORCEMENT_TRAINING","CONFERENCE","PUBLIC_EVENT_SOURCE","Police Training Conferences","Orlando","FL","USA","Police Training Conferences Orlando FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000166","BD_REAL_DISCOVERY_000166","MOTORCYCLE_COMMUNITY","DEALERSHIP","PUBLIC_BUSINESS_SOURCE","Motorcycle Dealerships","Orlando","FL","USA","Motorcycle Dealerships Orlando FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000167","BD_REAL_DISCOVERY_000167","MOTORCYCLE_COMMUNITY","ASSOCIATION","PUBLIC_ASSOCIATION_SOURCE","Rider Associations","Orlando","FL","USA","Rider Associations Orlando FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000168","BD_REAL_DISCOVERY_000168","MOTORCYCLE_COMMUNITY","EVENT_ORGANIZER","PUBLIC_EVENT_SOURCE","Motorcycle Rally Organizers","Orlando","FL","USA","Motorcycle Rally Organizers Orlando FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000169","BD_REAL_DISCOVERY_000169","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","VFW Posts","Orlando","FL","USA","VFW Posts Orlando FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000170","BD_REAL_DISCOVERY_000170","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","American Legion Posts","Orlando","FL","USA","American Legion Posts Orlando FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000171","BD_REAL_DISCOVERY_000171","VETERAN_ECOSYSTEM","VETERAN_RIDER_GROUP","PUBLIC_ASSOCIATION_SOURCE","Combat Veteran Motorcycle Associations","Orlando","FL","USA","Combat Veteran Motorcycle Associations Orlando FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000172","BD_REAL_DISCOVERY_000172","LAW_ENFORCEMENT_TRAINING","TRAINING_AUTHORITY","OFFICIAL_STATE_SOURCE","State POST Academies","Detroit","MI","USA","State POST Academies Detroit MI","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000173","BD_REAL_DISCOVERY_000173","LAW_ENFORCEMENT_TRAINING","ASSOCIATION","OFFICIAL_ASSOCIATION_SOURCE","Sheriff Associations","Detroit","MI","USA","Sheriff Associations Detroit MI","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000174","BD_REAL_DISCOVERY_000174","LAW_ENFORCEMENT_TRAINING","CONFERENCE","PUBLIC_EVENT_SOURCE","Police Training Conferences","Detroit","MI","USA","Police Training Conferences Detroit MI","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000175","BD_REAL_DISCOVERY_000175","MOTORCYCLE_COMMUNITY","DEALERSHIP","PUBLIC_BUSINESS_SOURCE","Motorcycle Dealerships","Detroit","MI","USA","Motorcycle Dealerships Detroit MI","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000176","BD_REAL_DISCOVERY_000176","MOTORCYCLE_COMMUNITY","ASSOCIATION","PUBLIC_ASSOCIATION_SOURCE","Rider Associations","Detroit","MI","USA","Rider Associations Detroit MI","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000177","BD_REAL_DISCOVERY_000177","MOTORCYCLE_COMMUNITY","EVENT_ORGANIZER","PUBLIC_EVENT_SOURCE","Motorcycle Rally Organizers","Detroit","MI","USA","Motorcycle Rally Organizers Detroit MI","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000178","BD_REAL_DISCOVERY_000178","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","VFW Posts","Detroit","MI","USA","VFW Posts Detroit MI","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000179","BD_REAL_DISCOVERY_000179","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","American Legion Posts","Detroit","MI","USA","American Legion Posts Detroit MI","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000180","BD_REAL_DISCOVERY_000180","VETERAN_ECOSYSTEM","VETERAN_RIDER_GROUP","PUBLIC_ASSOCIATION_SOURCE","Combat Veteran Motorcycle Associations","Detroit","MI","USA","Combat Veteran Motorcycle Associations Detroit MI","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
